ID,Page,LineNum,Enterer,Recorder,Team,Year,SurveyDate,BlockID,SiteID,Plot,PlotID,HostID,HostAbund,IndNum,BranchNum,BranchLength,BranchDiam,NumLeaves,CatID,CatSpecies,Count,BadHost,CatIDNum,RearID,FieldNotes,EntererNotes,CleaningNotes,
3237,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP3,WF_CKS_4_CP3,PRUSE,2,1,1,124,9.2,NA,,NA,0,,NA,,,,,
3238,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP3,WF_CKS_4_CP3,PRUSE,2,2,2,134,10.7,NA,,NA,0,,NA,,,,,
3239,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,ACERU,1,1,1,100,6.2,NA,MORRCO,Morrisonia confusa,1,,NA,,,,,
3240,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,ACERU,1,1,2,150,10.2,NA,CROCNO,Crocigrapha normani,1,,NA,,,,,
3241,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,ACERU,1,1,2,150,10.2,NA,SPERPU,Speranza pustularia,1,,NA,,,,,
3242,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,LINBE,3,1,1,108,7.7,NA,,NA,0,,NA,,,,,
3243,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,LINBE,3,2,2,185,12.9,NA,,NA,0,,NA,,,,,
3244,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,LINBE,3,3,3,134,9.7,NA,,NA,0,,NA,,,,,
3245,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,LINBE,3,3,4,176,11.7,NA,,NA,0,,NA,,,,,
3246,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,LINBE,3,3,5,133,12.7,NA,EPIMHO,Epimecis hortaria,2,,NA,,,,,
3247,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,LINBE,3,3,5,133,12.7,NA,MELACA,Melanolophia canadaria,1,,NA,,Red Form,,,
3248,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,OSTVI,1,1,1,NA,NA,38,,NA,0,,NA,,,,,
3249,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,OSTVI,1,1,2,146,11.8,NA,,NA,0,,NA,,,,,
3250,NA,NA,NA,MS,MS,2017,2017-06-19,WF,CKS,4_CP4,WF_CKS_4_CP4,PRUSE,1,1,1,127,11.1,NA,,NA,0,,NA,,,,,
3251,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,CARCA,2,1,1,157,13.3,NA,LAMBFI,Lambdina fiscellaria,1,,NA,,,,,
3252,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,CARCA,2,1,1,157,13.3,NA,LYMADI,Lymantria dispar,13,,NA,,1 Lymantria pathogen kill,,,
3253,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,CARCA,2,1,2,106,10.9,NA,LYMADI,Lymantria dispar,4,,NA,,,,,
3254,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,CARCA,2,2,3,157,13.6,NA,LYMADI,Lymantria dispar,4,,NA,,2 Lymantria pathogen kill,,,
3255,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,CARTO,1,1,1,NA,NA,42,,NA,0,,NA,,,,Changed to CARTO from other years (JGM),
3256,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,CARTO,1,1,2,NA,NA,40,LYMADI,Lymantria dispar,1,,NA,,1 Lymantria pathogen kill,,Changed to CARTO (other years),
3257,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,CARTO,1,1,3,NA,NA,43,,NA,0,,NA,,,,Changed to CARTO from other years (JGM),
3258,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,CARTO,1,1,4,NA,NA,49,LYMADI,Lymantria dispar,2,,NA,,1 Lymantria pathogen kill,,Changed to CARTO (other years),
3259,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,KALLA,4,1,1,98,10.4,NA,LYMADI,Lymantria dispar,1,,NA,,1 Lymantria pathogen kill,,,
3260,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,KALLA,4,1,2,105,10.4,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3261,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,KALLA,4,2,3,122,15.2,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3262,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,KALLA,4,3,4,82,13.4,NA,LYMADI,Lymantria dispar,2,,NA,,2 Lymantria pathogen kill,,,
3263,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP1,CP_CPM_2_CP1,KALLA,4,4,5,89,13.3,NA,LYMADI,Lymantria dispar,1,,NA,,2 Lymantria pathogen kill,,,
3264,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,BETLE,1,1,1,100,6.7,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3265,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,BETLE,1,1,2,122,8.2,NA,,NA,0,,NA,,1 Lymantria pathogen kill,,,
3266,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,BETLE,1,1,3,172,13,NA,LYMADI,Lymantria dispar,4,,NA,,,,,
3267,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,CARCA,2,1,1,194,10.9,NA,LYMADI,Lymantria dispar,4,,NA,,1 Lymantria pathogen kill,,,
3268,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,CARCA,2,2,2,107,11.2,NA,,NA,0,,NA,,2 Lymantria pathogen kill,,,
3269,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,CARTO,1,1,1,NA,NA,25,,NA,0,,NA,,1 Lymantria pathogen kill,,"Probably CARTO, not CAROV (JGM)",
3270,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,CARTO,1,1,2,NA,NA,31,LYMADI,Lymantria dispar,1,,NA,,,,"Probably CARTO, not CAROV (JGM)",
3271,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,CARTO,1,1,3,NA,NA,40,LYMADI,Lymantria dispar,1,,NA,,1 Lymantria pathogen kill,,"Probably CARTO, not CAROV (JGM)",
3272,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,CARGL,1,1,1,NA,NA,26,,NA,0,,NA,,1 Lymantria pathogen kill,,"Probably CARGL, not CAROV (JGM)",
3273,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,CARGL,1,1,2,NA,NA,60,,NA,0,,NA,,1 Lymantria pathogen kill,,"Probably CARGL, not CAROV (JGM)",
3274,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP2,CP_CPM_2_CP2,HAMVI,1,1,1,NA,NA,150,LYMADI,Lymantria dispar,2,,NA,,2 Lymantria pathogen kill,,,
3275,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,HAMVI,2,1,1,74,6.6,NA,LYMADI,Lymantria dispar,1,,NA,,1 Lymantria pathogen kill,,,
3276,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,HAMVI,2,1,2,113,9.1,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
3277,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,HAMVI,2,2,3,88,7.8,NA,MICROL,Microlepidoptera,1,,NA,,,,,
3278,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,HAMVI,2,2,4,140,12.8,NA,IRIDEP,Iridopsis ephyraria,1,,NA,,,,,
3279,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,HAMVI,2,2,4,140,12.8,NA,LYMADI,Lymantria dispar,7,,NA,,2 Lymantria pathogen kill,,,
3280,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,HAMVI,2,2,4,140,12.8,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3281,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,HAMVI,2,2,4,140,12.8,NA,NOLATR,Nola triquetrana,2,,NA,,,,,
3282,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,HAMVI,2,2,4,140,12.8,NA,MICROL,Microlepidoptera,2,,NA,,tan-headed,,,
3283,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,1,1,94,12.8,NA,LAMBFI,Lambdina fiscellaria,1,,NA,,,,,
3284,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,1,1,94,12.8,NA,LYMADI,Lymantria dispar,1,,NA,,2 Lymantria pathogen kill,,,
3285,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,2,2,41,7,NA,,NA,0,,NA,,,,,
3286,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,2,3,104,15.4,NA,IRIDEP,Iridopsis ephyraria,1,,NA,,Dark morph,,,
3287,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,2,3,104,15.4,NA,LYMADI,Lymantria dispar,1,,NA,,1 Lymantria pathogen kill,,,
3288,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,3,4,109,14.9,NA,DARACH,Darapsa choerilus,1,,5,CP_CPM_2_CP3_5_2017,,,,
3289,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,3,4,109,14.9,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
3290,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,3,4,109,14.9,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3291,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,4,5,85,17.6,NA,DARACH,Darapsa choerilus,1,,7,CP_CPM_2_CP3_7_2017,,,,
3292,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,4,5,85,17.6,NA,EUPIXX,Eupithecia,1,,6,CP_CPM_2_CP3_6_2017,"subtle tan marks, dead",,,
3293,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,4,5,85,17.6,NA,LYMADI,Lymantria dispar,4,,NA,,5 Lymantria pathogen kill,,,
3294,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP3,CP_CPM_2_CP3,KALLA,4,4,5,85,17.6,NA,MICROL,Microlepidoptera,1,,NA,,,,,
3295,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,CARCA,1,1,1,243,10.5,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
3296,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,CARCA,1,1,1,243,10.5,NA,MORRCO,Morrisonia confusa,1,,NA,,,,,
3297,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,FAGGR,1,1,1,106,5.3,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
3298,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,FAGGR,1,1,1,106,5.3,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3299,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,HAMVI,1,1,1,134,12.5,NA,LYMADI,Lymantria dispar,1,,NA,,1 Lymantria pathogen kill,,,
3300,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,KALLA,3,1,1,129,11.3,NA,,NA,0,,NA,,1 Lymantria pathogen kill,,,
3301,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,KALLA,3,1,2,140,13.9,NA,,NA,0,,NA,,,,,
3302,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,KALLA,3,2,3,108,10.9,NA,LYMADI,Lymantria dispar,1,,NA,,1 Lymantria pathogen kill,,,
3303,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,KALLA,3,2,4,123,12.4,NA,MELACA,Melanolophia canadaria,3,,NA,,1 Lymantria pathogen kill,,,
3304,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,2_CP4,CP_CPM_2_CP4,KALLA,3,3,5,111,14.6,NA,MELACA,Melanolophia canadaria,1,,NA,,2 Lymantria pathogen kill,,,
3305,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,1,1,68,10.5,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
3306,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,2,2,110,9.8,NA,LYMADI,Lymantria dispar,2,,NA,,4 Lymantria pathogen kill,,,
3307,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,2,3,90,13.7,NA,DARACH,Darapsa choerilus,1,,NA,,,,,
3308,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,2,3,90,13.7,NA,EUPIXX,Eupithecia,1,,NA,,Unusual morphotype,IDed??,,
3309,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,2,3,90,13.7,NA,LYMADI,Lymantria dispar,3,,NA,,3 Lymantria pathogen kill,,,
3310,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,2,3,90,13.7,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3311,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,3,4,135,11.7,NA,GEOMET,Geometridae,1,,9,CP_CPM_3_CP1_9_2017,,IDed??,,
3312,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,3,4,135,11.7,NA,LYMADI,Lymantria dispar,3,,NA,,,,,
3313,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,4,5,87,11.9,NA,LYMADI,Lymantria dispar,10,,NA,,2 Lymantria pathogen kill,,,
3314,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP1,CP_CPM_3_CP1,KALLA,4,4,5,87,11.9,NA,MICROL,Microlepidoptera,1,,10,CP_CPM_3_CP1_10_2017,,IDed??,,
3315,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,ACERU,4,1,1,104,8.9,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
3316,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,ACERU,4,2,2,82,7.3,NA,SPERPU,Speranza pustularia,2,,NA,,,,,
3317,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,ACERU,4,2,2,82,7.3,NA,LYMADI,Lymantria dispar,3,,NA,,1 Lymantria pathogen kill,,,
3318,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,ACERU,4,2,2,82,7.3,NA,MORRCO,Morrisonia confusa,1,,NA,,,,,
3319,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,ACERU,4,3,3,144,10.8,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
3320,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,ACERU,4,3,4,176,12.3,NA,HYPEBA,Hypena baltimoralis,1,,NA,,,,,
3321,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,ACERU,4,4,5,182,14.2,NA,SPERPU,Speranza pustularia,3,,NA,,,,,
3322,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,ACERU,4,4,5,182,14.2,NA,LYMADI,Lymantria dispar,10,,NA,,6 Lymantria pathogen kill,,,
3323,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,ACERU,4,4,5,182,14.2,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3324,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,KALLA,2,1,1,84,11.3,NA,LYMADI,Lymantria dispar,3,,NA,,,,,
3325,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,KALLA,2,1,1,84,11.3,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3326,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,KALLA,2,2,2,109,11.3,NA,LYMADI,Lymantria dispar,1,,NA,,2 Lymantria pathogen kill,,,
3327,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,KALLA,2,2,3,102,16.4,NA,MALADI,Malacosoma disstria,1,,NA,,,,,
3328,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,KALLA,2,2,3,102,16.4,NA,MELACA,Melanolophia canadaria,1,,NA,,1 Lymantria pathogen kill,,,
3329,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP2,CP_CPM_3_CP2,KALLA,2,2,4,86,13.9,NA,LYMADI,Lymantria dispar,1,,NA,,2 Lymantria pathogen kill,,,
3330,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP3,CP_CPM_3_CP3,KALLA,5,1,1,89,9.1,NA,,NA,0,,NA,,1 Lymantria pathogen kill,,,
3331,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP3,CP_CPM_3_CP3,KALLA,5,2,2,100,12.4,NA,,NA,0,,NA,,1 Lymantria pathogen kill,,,
3332,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP3,CP_CPM_3_CP3,KALLA,5,3,3,108,14.1,NA,LYMADI,Lymantria dispar,2,,NA,,1 Lymantria pathogen kill,,,
3333,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP3,CP_CPM_3_CP3,KALLA,5,4,4,102,9.5,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
3334,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP3,CP_CPM_3_CP3,KALLA,5,5,5,109,17.3,NA,GEOMET,Geometridae,1,,NA,,,,,
3335,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,FAGGR,1,1,1,168,10.7,NA,LYMADI,Lymantria dispar,4,,NA,,5 Lymantria pathogen kill,,,
3336,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,FAGGR,1,1,2,122,8.1,NA,EUPIXX,Eupithecia,1,,NA,,,,,
3337,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,FAGGR,1,1,3,138,8.8,NA,,NA,0,,NA,,,,,
3338,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,FAGGR,1,1,4,157,11,NA,HIMEFI,Himella fidelis,1,,NA,,,,,
3339,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,FAGGR,1,1,4,157,11,NA,LYMADI,Lymantria dispar,2,,NA,,1 Lymantria pathogen kill,,,
3340,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,FAGGR,1,1,5,181,17.3,NA,LYMADI,Lymantria dispar,1,,NA,,1 Lymantria pathogen kill,,,
3341,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,FAGGR,1,1,5,181,17.3,NA,MORRCO,Morrisonia confusa,1,,NA,,,,,
3342,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,KALLA,1,1,1,57,8.9,NA,LYMADI,Lymantria dispar,3,,NA,,,,,
3343,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,KALLA,1,1,2,69,11,NA,EUPIVA,Eupithecia variegated,3,,8,CP_CPM_3_CP4_8_2017,"Unusual morphotype, parasitized",,,
3344,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,KALLA,1,1,2,69,11,NA,LYMADI,Lymantria dispar,3,,NA,,3 Lymantria pathogen kill,,,
3345,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,3_CP4,CP_CPM_3_CP4,KALLA,1,1,2,69,11,NA,MELACA,Melanolophia canadaria,2,,NA,,,,,
3346,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,BETLE,1,1,1,141,7.6,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
3347,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,1,1,75,12.2,NA,MELACA,Melanolophia canadaria,2,,NA,,,,,
3348,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,1,2,72,16.1,NA,GEOMET,Geometridae,1,,1,CP_CPM_4_CP1_1_2017,,,,
3349,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,1,2,72,16.1,NA,LYMADI,Lymantria dispar,3,,NA,,3 Lymantria pathogen kill,,,
3350,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,1,2,72,16.1,NA,MELACA,Melanolophia canadaria,2,,NA,,,,,
3351,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,2,3,85,12.1,NA,PLAGPU,Plagodis pulveraria,1,,2,CP_CPM_4_CP1_2_2017,,,,
3352,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,2,3,85,12.1,NA,CLADLI,Cladara limitaria,1,,3,CP_CPM_4_CP1_3_2017,,,"Likely CLADLI, not CLADAT based on host (JGM)",
3353,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,2,3,85,12.1,NA,LYMADI,Lymantria dispar,2,,NA,,2 Lymantria pathogen kill,,,
3354,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,2,3,85,12.1,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
3355,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,3,4,73,13.5,NA,,NA,0,,NA,,1 Lymantria pathogen kill,,,
3356,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,KALLA,3,3,5,84,14,NA,,NA,0,,NA,,1 Lymantria pathogen kill,,,
3357,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP1,CP_CPM_4_CP1,QUEMO,1,1,1,140,16.1,NA,LYMADI,Lymantria dispar,8,,NA,,5 Lymantria pathogen kill,,,
3358,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP2,CP_CPM_4_CP2,BETLE,1,1,1,163,8.2,NA,,NA,0,,NA,,,,,
3359,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP2,CP_CPM_4_CP2,BETLE,1,1,2,142,13,NA,LYMADI,Lymantria dispar,1,,NA,,1 Lymantria pathogen kill,,,
3360,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP2,CP_CPM_4_CP2,BETLE,1,1,3,143,10.7,NA,,NA,0,,NA,,,,,
3361,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP2,CP_CPM_4_CP2,BETLE,1,1,4,150,13.4,NA,LYMADI,Lymantria dispar,8,,NA,,2 Lymantria pathogen kill,,,
3362,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP2,CP_CPM_4_CP2,GAYBA,3,1,1,61,7.4,NA,LYMADI,Lymantria dispar,2,,NA,,1 Lymantria pathogen kill,,"Likely GAYBA, not VACAN (JGM)",
3363,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP2,CP_CPM_4_CP2,GAYBA,3,2,2,59,7,NA,LYMADI,Lymantria dispar,3,,NA,,1 Lymantria pathogen kill,,"Likely GAYBA, not VACAN (JGM)",
3364,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP2,CP_CPM_4_CP2,GAYBA,3,2,2,59,7,NA,MELACA,Melanolophia canadaria,2,,NA,,,,"Likely GAYBA, not VACAN (JGM)",
3365,NA,NA,NA,MS,MS,2017,2017-06-20,CP,CPM,4_CP2,CP_CPM_4_CP2,GAYBA,3,3,3,66,6.2,NA,LYMADI,Lymantria dispar,2,,NA,,1 Lymantria pathogen kill,,"Likely GAYBA, not VACAN (JGM)",
